-5.414567310298845117e-03,9.999835851453472424e-01
3.245833988330608100e-01,1.933897283312205673e+00
-1.917457997247125623e-01,2.790285321370421290e+00
-7.199409883293907964e-01,3.639392179759274093e+00
-5.655580304661129709e-01,4.625377395505970490e+00
-3.556624376990309422e-01,5.595842006136404478e+00
1.314521124681466424e-01,4.724302465343763302e+00
5.193213825603095746e-01,3.817002394551475497e+00
1.401418806272994311e-01,4.730790353561534545e+00
-2.200615183343059833e-01,5.653694507694000393e+00
-6.396637479144005045e-01,6.556925032312464374e+00
-9.700609370500916651e-01,7.494182316276248201e+00
-1.045238930382735631e+00,8.476251514376984986e+00
-1.199329572493318397e+00,9.461420683351999372e+00
-8.825417703778773992e-01,1.040968647104416078e+01
-9.197482049855050246e-01,1.140343997685070931e+01
-7.126518088821287567e-01,1.238058001620525594e+01
-5.485635481709241201e-01,1.336363542625817580e+01
-5.635765113911836988e-01,1.436325295556655490e+01
-3.973279243470824174e-01,1.534582610409850645e+01
-2.951390756254795855e-01,1.633982650396596270e+01
-1.833156968975352963e-01,1.733334514653158109e+01
-1.432037329759703326e-01,1.832725805304171729e+01
-6.348027190550724341e-02,1.931884467116443460e+01
-1.816812189639149810e-02,2.031287134532266236e+01
1.707807368073178123e-01,2.128899882590035020e+01
2.837290775388098818e-01,2.228121889765760244e+01
4.235904523766000351e-01,2.326595924739355681e+01
4.366665258417513629e-01,2.426046423268190111e+01
4.410433066788488898e-01,2.525989492074871379e+01
5.152605879558894708e-01,2.625639608161661798e+01
5.559975519707663905e-01,2.725309582291755461e+01
6.040331972885598644e-01,2.825178119270868748e+01
6.841606874668707539e-01,2.924842954280482843e+01
7.907341896166165673e-01,3.024185924461564667e+01
8.173437223231899695e-01,3.120966885287830905e+01
9.113780444619876686e-01,3.220322303429943389e+01
9.706993894966989833e-01,3.320003522139440122e+01
1.139373771369566191e+00,3.418546815023945840e+01
1.310438268132253281e+00,3.516936590798908213e+01
1.454976050896580109e+00,3.615809572658959326e+01
1.504543342279170526e+00,3.714577855005590123e+01
1.547430945731352425e+00,3.813254394144490789e+01
1.647495547598779142e+00,3.912750968219175007e+01
1.647570660419321653e+00,4.012112711369640294e+01
1.739290535370346058e+00,4.111689479671155567e+01
1.812801656844760023e+00,4.211351531993825859e+01
1.933372331744089845e+00,4.310621093006487570e+01
2.048333278551646153e+00,4.409869154644638911e+01
2.274677452412829481e+00,4.506816820830725590e+01
2.427415212663063038e+00,4.605629383899852769e+01
2.557651465231784549e+00,4.704365584859881011e+01
2.593918790082141435e+00,4.803903895380939559e+01
2.684590179735826254e+00,4.903211824097228089e+01
2.816726620109440304e+00,5.002333973244620324e+01
2.978255384850059695e+00,5.100940402578071087e+01
3.079165295000946045e+00,5.200244110891279092e+01
3.195005360274150163e+00,5.299544700441050082e+01
3.259786961820665407e+00,5.399288023832386330e+01
3.394925006396845024e+00,5.498370048647029762e+01
3.461234140358738998e+00,5.598016648969635867e+01
3.550891542905118659e+00,5.697527438158281399e+01
3.707638457649892416e+00,5.796290861418886919e+01
3.851290865779084971e+00,5.895218156831273149e+01
3.966366344477047612e+00,5.994347386499920560e+01
4.104648861513981117e+00,6.093376203790034396e+01
4.226619378148216200e+00,6.192581141438823522e+01
4.342298105439877709e+00,6.291802282791693557e+01
4.516836427581982782e+00,6.390105167296216138e+01
4.613868448389544241e+00,6.489631921262878222e+01
4.703630801354407254e+00,6.589180987952811108e+01
4.851577771538623907e+00,6.687992527351288174e+01
4.958242714359812453e+00,6.787395355496849447e+01
5.102929529156205568e+00,6.886342753787170068e+01
5.218850512558250720e+00,6.985658983626021268e+01
5.342686460904258361e+00,7.084861820276933031e+01
5.450936197456246468e+00,7.184167505953229238e+01
5.616981268493147716e+00,7.282603934259684308e+01
5.723629956345395620e+00,7.382013943243974552e+01
5.865322984630967795e+00,7.480921211322208819e+01
5.994964021711255420e+00,7.579781250910133394e+01
6.137530793400684637e+00,7.678756932951012004e+01
6.279812979468148981e+00,7.777670009113857930e+01
6.444410634502949264e+00,7.876235329415194997e+01
6.549095626030680961e+00,7.975684463441199057e+01
6.652087272989309241e+00,8.075120746672199346e+01
6.790878922808551543e+00,8.174086052083083587e+01
6.930522713892571574e+00,8.272910778131075915e+01
7.028666121096295960e+00,8.372381370106694476e+01
7.174257806966719997e+00,8.471300821326867947e+01
7.312819420041428486e+00,8.570330373319625039e+01
7.492872660307966726e+00,8.668694649051732881e+01
7.608192621407908085e+00,8.767917958367887366e+01
7.756716031057011129e+00,8.866799938813788629e+01
7.880467783906954793e+00,8.965941193045416924e+01
8.012702230377177770e+00,9.065063032907711715e+01
8.188464902654091659e+00,9.163227342794573360e+01
8.335692417945475441e+00,9.261903709547605956e+01
8.501627365626928778e+00,9.360298312795393372e+01
8.652928770661727498e+00,9.459142799645239563e+01
8.823799063137292009e+00,9.557645071782144441e+01
8.992385803787742660e+00,9.656187851744712702e+01
9.170094990697625903e+00,9.754579320502759288e+01
9.338008959494150218e+00,9.852991508017655065e+01
9.532531383564583294e+00,9.951077420385027494e+01
9.710835766630408372e+00,1.004941019584818633e+02
9.843754988830152541e+00,1.014846558172838371e+02
1.001696928979135492e+01,1.024693155770199127e+02
1.019655359773359216e+01,1.034523653084219603e+02
1.037515999189482230e+01,1.044362690932819362e+02
1.053224975432105914e+01,1.054238529869407870e+02
1.066840135348746443e+01,1.064140587780701281e+02
1.081080724922449576e+01,1.074037286825485040e+02
1.095483718038021870e+01,1.083931871148872403e+02
1.113969817582656852e+01,1.093750489684140206e+02
1.127544363366605040e+01,1.103657309598905840e+02
1.146463048806654328e+01,1.113476648970018346e+02
1.165573555537409511e+01,1.123281523152028143e+02
1.186664700548123719e+01,1.133056380589912209e+02
1.201074404330619672e+01,1.142945753209523332e+02
1.215171948182964279e+01,1.152840035381453418e+02
1.229441351350072864e+01,1.162737648584698320e+02
1.243804526332875326e+01,1.172633235110911443e+02
1.258077555002454950e+01,1.182525309740037187e+02
1.274829574586195413e+01,1.192380037616589163e+02
1.290323989436782526e+01,1.202255331609218416e+02
1.307448171606228371e+01,1.212107397196517695e+02
1.324738321151847309e+01,1.221947860254808660e+02
1.341686695268178120e+01,1.231800405779162446e+02
1.357931934470147617e+01,1.241665354826624679e+02
1.380788085567225565e+01,1.251356553953502981e+02
1.395604831208322949e+01,1.261222839347446012e+02
1.416482685312276502e+01,1.270996179336330414e+02
1.440774695668310024e+01,1.280644376222572589e+02
1.457068538433870764e+01,1.290507061850489663e+02
1.471919728240814607e+01,1.300383756800744095e+02
1.488048396822602548e+01,1.310240692815212071e+02
1.524412101647637030e+01,1.319549863229819096e+02
1.545814092789128047e+01,1.329293922050227650e+02
1.563076492968082931e+01,1.339112257770448196e+02
1.578934932866877183e+01,1.348982251280238245e+02
1.595613594632483867e+01,1.358840780702367681e+02
1.612818801422149662e+01,1.368683559997735415e+02
1.636261967557333108e+01,1.378401660445200321e+02
1.653845860598119089e+01,1.388242361288119753e+02
1.669956645138932316e+01,1.398109529189708269e+02
1.686670244491889292e+01,1.407968510852996644e+02
1.705219350138498413e+01,1.417794666780943373e+02
1.721550388770057438e+01,1.427645496965661494e+02
1.740022160464138068e+01,1.437473334416611692e+02
1.754220221386149348e+01,1.447363953911629437e+02
1.775578514431834165e+01,1.457132209610633709e+02
1.791667249999212430e+01,1.466984008355735511e+02
1.815407746120951771e+01,1.476693014387418827e+02
1.835574455550563044e+01,1.486471118131362346e+02
1.847258808177127420e+01,1.496360658019598873e+02
1.861789402263837090e+01,1.506240181687165887e+02
1.880283138432019285e+01,1.516067521923751826e+02
1.902432141210623229e+01,1.525818871158440686e+02
1.913497162405612073e+01,1.535718961074323659e+02
1.930456084472611877e+01,1.545572775847736580e+02
1.948062270440327026e+01,1.555416491770664891e+02
1.965270337255138244e+01,1.565243596378654445e+02
1.983712770987069263e+01,1.575071639519263442e+02
2.004996245507288322e+01,1.584842273916193562e+02
2.019178080621111704e+01,1.594738530354838986e+02
2.034705575983895898e+01,1.604605266632187011e+02
2.049996551291088309e+01,1.614487285179082789e+02
2.065076347346686347e+01,1.624313517879339770e+02
2.082967947913690665e+01,1.634140632729676952e+02
2.102461925359060402e+01,1.643922903811915717e+02
2.116239343235004355e+01,1.653799082538060645e+02
2.131512784887075185e+01,1.663672773350966736e+02
2.147606290168458187e+01,1.673542417386128420e+02
2.162315829427496183e+01,1.683422462058636313e+02
2.179539166557740870e+01,1.693271908770020673e+02
2.197903289402616522e+01,1.703092968235214926e+02
2.211993219565253455e+01,1.712991209517793436e+02
2.229790864182729848e+01,1.722831080628941436e+02
2.244931103572263353e+01,1.732715262261019120e+02
2.267430977521114599e+01,1.742435683002495068e+02
2.276549642091650583e+01,1.752377698041443068e+02
2.291064608991328200e+01,1.762205559832611925e+02
2.304312134070623586e+01,1.772116171509304365e+02
2.319760514312883615e+01,1.781980819670880578e+02
2.336066573399983426e+01,1.791837190846302974e+02
2.350651827099655478e+01,1.801727097138813178e+02
2.364743438374127038e+01,1.811618600250043869e+02
2.380418905860125278e+01,1.821487120900918342e+02
2.396422756653481301e+01,1.831348481509747330e+02
2.407432386392418877e+01,1.841262208055483995e+02
2.418643202794968516e+01,1.851193912837117921e+02
2.427036911446212031e+01,1.861075313532792848e+02
2.437793767801486311e+01,1.870986779446225512e+02
2.454905729236304524e+01,1.880839280071123198e+02
2.468399146689960943e+01,1.890717611932713282e+02
2.483943997708121998e+01,1.900571079658363942e+02
2.498159737235850386e+01,1.910468075818185127e+02
2.508857567909821640e+01,1.920402139267850146e+02
2.522817424852399171e+01,1.930300552752760268e+02
2.537674257111676823e+01,1.940185208927327665e+02
2.555683565319788642e+01,1.950015197278401331e+02
2.571776145739547914e+01,1.959882197385039149e+02
2.582830802244941282e+01,1.969795110180344295e+02
2.592540386257394047e+01,1.979710132291968705e+02
2.602840394239636979e+01,1.989566914395788046e+02
